A,B,C,D,E,F,G,Target
2.564601425409059,2.564601425409059,2.564601425409059,2.564601425409059,2.564601425409059,2.564601425409059,2.564601425409059,3.071116719160459
2.710575167617792,2.710575167617792,2.710575167617792,2.710575167617792,2.710575167617792,2.710575167617792,2.710575167617792,-13.481704068254732
2.844223733936314,2.844223733936314,2.844223733936314,2.844223733936314,2.844223733936314,2.844223733936314,2.844223733936314,-11.602624519575189
3.0280826711148725,3.0280826711148725,3.0280826711148725,3.0280826711148725,3.0280826711148725,3.0280826711148725,3.0280826711148725,0.2830129500075538
2.417425079608322,2.417425079608322,2.417425079608322,2.417425079608322,2.417425079608322,2.417425079608322,2.417425079608322,-7.0129780513351
3.4504132434770938,3.4504132434770938,3.4504132434770938,3.4504132434770938,3.4504132434770938,3.4504132434770938,3.4504132434770938,-6.166552950521069
3.23283121986523,3.23283121986523,3.23283121986523,3.23283121986523,3.23283121986523,3.23283121986523,3.23283121986523,2.969064812479539
2.231878156861388,2.231878156861388,2.231878156861388,2.231878156861388,2.231878156861388,2.231878156861388,2.231878156861388,-12.872866934576525
3.7441260968977996,3.7441260968977996,3.7441260968977996,3.7441260968977996,3.7441260968977996,3.7441260968977996,3.7441260968977996,-7.012347099111825
3.9479445880152917,3.9479445880152917,3.9479445880152917,3.9479445880152917,3.9479445880152917,3.9479445880152917,3.9479445880152917,-11.000824760846012
3.5893897855798254,3.5893897855798254,3.5893897855798254,3.5893897855798254,3.5893897855798254,3.5893897855798254,3.5893897855798254,-13.431294980353556
2.9100375820938247,2.9100375820938247,2.9100375820938247,2.9100375820938247,2.9100375820938247,2.9100375820938247,2.9100375820938247,-11.570781886711647
2.464623689244729,2.464623689244729,2.464623689244729,2.464623689244729,2.464623689244729,2.464623689244729,2.464623689244729,3.774621693464117
3.5272258634655684,3.5272258634655684,3.5272258634655684,3.5272258634655684,3.5272258634655684,3.5272258634655684,3.5272258634655684,-2.4817961051757846
2.7984115265134104,2.7984115265134104,2.7984115265134104,2.7984115265134104,2.7984115265134104,2.7984115265134104,2.7984115265134104,-11.79160628835075
3.6112225351912137,3.6112225351912137,3.6112225351912137,3.6112225351912137,3.6112225351912137,3.6112225351912137,3.6112225351912137,-5.311016075929965
3.1041374890384303,3.1041374890384303,3.1041374890384303,3.1041374890384303,3.1041374890384303,3.1041374890384303,3.1041374890384303,-19.38807307122178
3.4883195182418563,3.4883195182418563,3.4883195182418563,3.4883195182418563,3.4883195182418563,3.4883195182418563,3.4883195182418563,-10.333128075836656
3.178183198587201,3.178183198587201,3.178183198587201,3.178183198587201,3.178183198587201,3.178183198587201,3.178183198587201,18.49574534867287
3.353286584095974,3.353286584095974,3.353286584095974,3.353286584095974,3.353286584095974,3.353286584095974,3.353286584095974,-3.902438496657506
3.00525001036041,3.00525001036041,3.00525001036041,3.00525001036041,3.00525001036041,3.00525001036041,3.00525001036041,4.316589270303925
3.8929352469529177,3.8929352469529177,3.8929352469529177,3.8929352469529177,3.8929352469529177,3.8929352469529177,3.8929352469529177,-3.65488375144483
3.06345604635181,3.06345604635181,3.06345604635181,3.06345604635181,3.06345604635181,3.06345604635181,3.06345604635181,0.4816923524180865
3.2009946817223507,3.2009946817223507,3.2009946817223507,3.2009946817223507,3.2009946817223507,3.2009946817223507,3.2009946817223507,3.6325808967917403
3.941575348528127,3.941575348528127,3.941575348528127,3.941575348528127,3.941575348528127,3.941575348528127,3.941575348528127,-14.046165975264708
2.3261204694287767,2.3261204694287767,2.3261204694287767,2.3261204694287767,2.3261204694287767,2.3261204694287767,2.3261204694287767,-3.3093625727395892
2.364757500757133,2.364757500757133,2.364757500757133,2.364757500757133,2.364757500757133,2.364757500757133,2.364757500757133,12.788651944164883
3.4846983540790055,3.4846983540790055,3.4846983540790055,3.4846983540790055,3.4846983540790055,3.4846983540790055,3.4846983540790055,-10.95500550053291
2.4134382974429203,2.4134382974429203,2.4134382974429203,2.4134382974429203,2.4134382974429203,2.4134382974429203,2.4134382974429203,-8.664398537322192
3.9718105928246463,3.9718105928246463,3.9718105928246463,3.9718105928246463,3.9718105928246463,3.9718105928246463,3.9718105928246463,-6.076912773670017
2.793190509620126,2.793190509620126,2.793190509620126,2.793190509620126,2.793190509620126,2.793190509620126,2.793190509620126,-0.3097592682375332
2.6262725942796212,2.6262725942796212,2.6262725942796212,2.6262725942796212,2.6262725942796212,2.6262725942796212,2.6262725942796212,2.2491786364588267
3.9614710132401925,3.9614710132401925,3.9614710132401925,3.9614710132401925,3.9614710132401925,3.9614710132401925,3.9614710132401925,9.674116548186568
3.740257395717212,3.740257395717212,3.740257395717212,3.740257395717212,3.740257395717212,3.740257395717212,3.740257395717212,1.9949823346865942
3.933779480213285,3.933779480213285,3.933779480213285,3.933779480213285,3.933779480213285,3.933779480213285,3.933779480213285,-3.62053125798334
3.4530223291376925,3.4530223291376925,3.4530223291376925,3.4530223291376925,3.4530223291376925,3.4530223291376925,3.4530223291376925,9.591671296108139
2.5693871574726486,2.5693871574726486,2.5693871574726486,2.5693871574726486,2.5693871574726486,2.5693871574726486,2.5693871574726486,4.041110221415821
3.955032476549517,3.955032476549517,3.955032476549517,3.955032476549517,3.955032476549517,3.955032476549517,3.955032476549517,-17.956795162570163
2.86599831452431,2.86599831452431,2.86599831452431,2.86599831452431,2.86599831452431,2.86599831452431,2.86599831452431,22.263682403559983
3.4012281978981975,3.4012281978981975,3.4012281978981975,3.4012281978981975,3.4012281978981975,3.4012281978981975,3.4012281978981975,14.699213881967339
3.473625983886874,3.473625983886874,3.473625983886874,3.473625983886874,3.473625983886874,3.473625983886874,3.473625983886874,-4.682142227670741
2.9224949534545828,2.9224949534545828,2.9224949534545828,2.9224949534545828,2.9224949534545828,2.9224949534545828,2.9224949534545828,0.7791010173847503
3.30703968517304,3.30703968517304,3.30703968517304,3.30703968517304,3.30703968517304,3.30703968517304,3.30703968517304,10.243587499958391
3.4611033357832635,3.4611033357832635,3.4611033357832635,3.4611033357832635,3.4611033357832635,3.4611033357832635,3.4611033357832635,-4.722007926968827
3.1882127655778145,3.1882127655778145,3.1882127655778145,3.1882127655778145,3.1882127655778145,3.1882127655778145,3.1882127655778145,4.303517903770194
2.4502996047079026,2.4502996047079026,2.4502996047079026,2.4502996047079026,2.4502996047079026,2.4502996047079026,2.4502996047079026,8.045784735714765
3.149119087103028,3.149119087103028,3.149119087103028,3.149119087103028,3.149119087103028,3.149119087103028,3.149119087103028,-13.14825907734441
3.6631929483435153,3.6631929483435153,3.6631929483435153,3.6631929483435153,3.6631929483435153,3.6631929483435153,3.6631929483435153,-9.023318535828622
2.6527160701343173,2.6527160701343173,2.6527160701343173,2.6527160701343173,2.6527160701343173,2.6527160701343173,2.6527160701343173,6.214083978105812
2.925182729836165,2.925182729836165,2.925182729836165,2.925182729836165,2.925182729836165,2.925182729836165,2.925182729836165,1.6081447714883055
2.782423224139181,2.782423224139181,2.782423224139181,2.782423224139181,2.782423224139181,2.782423224139181,2.782423224139181,6.237965603139468
3.9246318642396707,3.9246318642396707,3.9246318642396707,3.9246318642396707,3.9246318642396707,3.9246318642396707,3.9246318642396707,-4.325680146537181
3.336147378506218,3.336147378506218,3.336147378506218,3.336147378506218,3.336147378506218,3.336147378506218,3.336147378506218,-5.89005210954233
3.2037309181205553,3.2037309181205553,3.2037309181205553,3.2037309181205553,3.2037309181205553,3.2037309181205553,3.2037309181205553,-22.98639475583373
2.615041962777342,2.615041962777342,2.615041962777342,2.615041962777342,2.615041962777342,2.615041962777342,2.615041962777342,-14.460004265074433
3.2696245956459085,3.2696245956459085,3.2696245956459085,3.2696245956459085,3.2696245956459085,3.2696245956459085,3.2696245956459085,-2.529339053415063
2.662833669671312,2.662833669671312,2.662833669671312,2.662833669671312,2.662833669671312,2.662833669671312,2.662833669671312,5.245572195642364
3.0159152791371757,3.0159152791371757,3.0159152791371757,3.0159152791371757,3.0159152791371757,3.0159152791371757,3.0159152791371757,2.311783665356953
2.6820769608105595,2.6820769608105595,2.6820769608105595,2.6820769608105595,2.6820769608105595,2.6820769608105595,2.6820769608105595,-4.28241974027702
3.3382166474732498,3.3382166474732498,3.3382166474732498,3.3382166474732498,3.3382166474732498,3.3382166474732498,3.3382166474732498,-5.717715664906967
3.2882954083074702,3.2882954083074702,3.2882954083074702,3.2882954083074702,3.2882954083074702,3.2882954083074702,3.2882954083074702,-0.8282036736171987
2.8958506222110025,2.8958506222110025,2.8958506222110025,2.8958506222110025,2.8958506222110025,2.8958506222110025,2.8958506222110025,-2.217888189078478
3.1980033563308226,3.1980033563308226,3.1980033563308226,3.1980033563308226,3.1980033563308226,3.1980033563308226,3.1980033563308226,11.04545514939712
2.4534692456347473,2.4534692456347473,2.4534692456347473,2.4534692456347473,2.4534692456347473,2.4534692456347473,2.4534692456347473,-1.5355922952175014
2.2543712036471972,2.2543712036471972,2.2543712036471972,2.2543712036471972,2.2543712036471972,2.2543712036471972,2.2543712036471972,-17.812459621972984
3.2196958506322684,3.2196958506322684,3.2196958506322684,3.2196958506322684,3.2196958506322684,3.2196958506322684,3.2196958506322684,-15.72558135032317
3.0833367476862645,3.0833367476862645,3.0833367476862645,3.0833367476862645,3.0833367476862645,3.0833367476862645,3.0833367476862645,12.1875933696358
3.317515718446053,3.317515718446053,3.317515718446053,3.317515718446053,3.317515718446053,3.317515718446053,3.317515718446053,-14.711604614500803
4.191572387431971,4.191572387431971,4.191572387431971,4.191572387431971,4.191572387431971,4.191572387431971,4.191572387431971,4.644974530335336
3.472239743495207,3.472239743495207,3.472239743495207,3.472239743495207,3.472239743495207,3.472239743495207,3.472239743495207,-5.683727352093812
2.5435888872779207,2.5435888872779207,2.5435888872779207,2.5435888872779207,2.5435888872779207,2.5435888872779207,2.5435888872779207,-4.697582939024855
3.5585081440479263,3.5585081440479263,3.5585081440479263,3.5585081440479263,3.5585081440479263,3.5585081440479263,3.5585081440479263,-4.341327827684201
2.3420462947442395,2.3420462947442395,2.3420462947442395,2.3420462947442395,2.3420462947442395,2.3420462947442395,2.3420462947442395,9.213849594591984
2.7692076975926456,2.7692076975926456,2.7692076975926456,2.7692076975926456,2.7692076975926456,2.7692076975926456,2.7692076975926456,-4.928418285439647
2.9658791973376846,2.9658791973376846,2.9658791973376846,2.9658791973376846,2.9658791973376846,2.9658791973376846,2.9658791973376846,-3.3331928284515295
3.8566713608246834,3.8566713608246834,3.8566713608246834,3.8566713608246834,3.8566713608246834,3.8566713608246834,3.8566713608246834,-18.30803497399493
2.62762258897578,2.62762258897578,2.62762258897578,2.62762258897578,2.62762258897578,2.62762258897578,2.62762258897578,-0.933094882919967
2.5867807306704926,2.5867807306704926,2.5867807306704926,2.5867807306704926,2.5867807306704926,2.5867807306704926,2.5867807306704926,2.310425069780597
2.950773737787284,2.950773737787284,2.950773737787284,2.950773737787284,2.950773737787284,2.950773737787284,2.950773737787284,-0.6085441934621296
2.6682608568189465,2.6682608568189465,2.6682608568189465,2.6682608568189465,2.6682608568189465,2.6682608568189465,2.6682608568189465,10.978962610867354
3.5633179610532535,3.5633179610532535,3.5633179610532535,3.5633179610532535,3.5633179610532535,3.5633179610532535,3.5633179610532535,-2.4482864521976824
2.4600342458182882,2.4600342458182882,2.4600342458182882,2.4600342458182882,2.4600342458182882,2.4600342458182882,2.4600342458182882,-0.010225438809824183
2.4262656737944486,2.4262656737944486,2.4262656737944486,2.4262656737944486,2.4262656737944486,2.4262656737944486,2.4262656737944486,13.48504010268179
2.781089977627783,2.781089977627783,2.781089977627783,2.781089977627783,2.781089977627783,2.781089977627783,2.781089977627783,-18.50014189358148
2.7509837746538475,2.7509837746538475,2.7509837746538475,2.7509837746538475,2.7509837746538475,2.7509837746538475,2.7509837746538475,-7.558253477993689
3.964766026908493,3.964766026908493,3.964766026908493,3.964766026908493,3.964766026908493,3.964766026908493,3.964766026908493,11.261587520192663
3.4747104034628804,3.4747104034628804,3.4747104034628804,3.4747104034628804,3.4747104034628804,3.4747104034628804,3.4747104034628804,6.361291483110824
3.0437756206925957,3.0437756206925957,3.0437756206925957,3.0437756206925957,3.0437756206925957,3.0437756206925957,3.0437756206925957,3.7838009884047032
2.387282240584916,2.387282240584916,2.387282240584916,2.387282240584916,2.387282240584916,2.387282240584916,2.387282240584916,5.326507394644784
3.4221814882007737,3.4221814882007737,3.4221814882007737,3.4221814882007737,3.4221814882007737,3.4221814882007737,3.4221814882007737,0.2706620912102209
2.4998923263052175,2.4998923263052175,2.4998923263052175,2.4998923263052175,2.4998923263052175,2.4998923263052175,2.4998923263052175,13.315974275322716
2.227614451611194,2.227614451611194,2.227614451611194,2.227614451611194,2.227614451611194,2.227614451611194,2.227614451611194,0.7775916973071788
3.5940148961761507,3.5940148961761507,3.5940148961761507,3.5940148961761507,3.5940148961761507,3.5940148961761507,3.5940148961761507,-0.6013289410472145
3.1584713059624248,3.1584713059624248,3.1584713059624248,3.1584713059624248,3.1584713059624248,3.1584713059624248,3.1584713059624248,-1.4104132587435674
3.4604294118904093,3.4604294118904093,3.4604294118904093,3.4604294118904093,3.4604294118904093,3.4604294118904093,3.4604294118904093,-1.0713604444961398
3.1593638264715107,3.1593638264715107,3.1593638264715107,3.1593638264715107,3.1593638264715107,3.1593638264715107,3.1593638264715107,-14.570172808158679
3.4284153059513454,3.4284153059513454,3.4284153059513454,3.4284153059513454,3.4284153059513454,3.4284153059513454,3.4284153059513454,4.706730544633434
2.6744872033499267,2.6744872033499267,2.6744872033499267,2.6744872033499267,2.6744872033499267,2.6744872033499267,2.6744872033499267,-4.304397337833273
2.4828785791077674,2.4828785791077674,2.4828785791077674,2.4828785791077674,2.4828785791077674,2.4828785791077674,2.4828785791077674,15.219150978604059
3.3407972591408135,3.3407972591408135,3.3407972591408135,3.3407972591408135,3.3407972591408135,3.3407972591408135,3.3407972591408135,-3.756504705884229
2.5982951679130792,2.5982951679130792,2.5982951679130792,2.5982951679130792,2.5982951679130792,2.5982951679130792,2.5982951679130792,1.209182841756566
2.6552251111248997,2.6552251111248997,2.6552251111248997,2.6552251111248997,2.6552251111248997,2.6552251111248997,2.6552251111248997,-0.5339781373866557
2.7722337482413284,2.7722337482413284,2.7722337482413284,2.7722337482413284,2.7722337482413284,2.7722337482413284,2.7722337482413284,-9.255570351092533
3.0087395795125285,3.0087395795125285,3.0087395795125285,3.0087395795125285,3.0087395795125285,3.0087395795125285,3.0087395795125285,6.921368285185059
2.823003044373258,2.823003044373258,2.823003044373258,2.823003044373258,2.823003044373258,2.823003044373258,2.823003044373258,16.050636405600176
2.3125243532909905,2.3125243532909905,2.3125243532909905,2.3125243532909905,2.3125243532909905,2.3125243532909905,2.3125243532909905,-3.1477721965984475
2.6781907985835547,2.6781907985835547,2.6781907985835547,2.6781907985835547,2.6781907985835547,2.6781907985835547,2.6781907985835547,-6.004787855854223
1.8882984238877867,1.8882984238877867,1.8882984238877867,1.8882984238877867,1.8882984238877867,1.8882984238877867,1.8882984238877867,-6.550287310553741
3.3126157255135937,3.3126157255135937,3.3126157255135937,3.3126157255135937,3.3126157255135937,3.3126157255135937,3.3126157255135937,-21.923618933173415
2.198971172196626,2.198971172196626,2.198971172196626,2.198971172196626,2.198971172196626,2.198971172196626,2.198971172196626,-4.778131437030126
2.447808330285775,2.447808330285775,2.447808330285775,2.447808330285775,2.447808330285775,2.447808330285775,2.447808330285775,-0.49001883991676065
3.026082539630487,3.026082539630487,3.026082539630487,3.026082539630487,3.026082539630487,3.026082539630487,3.026082539630487,7.547579251802828
2.630218501804343,2.630218501804343,2.630218501804343,2.630218501804343,2.630218501804343,2.630218501804343,2.630218501804343,6.600477411499279
3.771507297703368,3.771507297703368,3.771507297703368,3.771507297703368,3.771507297703368,3.771507297703368,3.771507297703368,-7.1649908243669245
2.3535715451382755,2.3535715451382755,2.3535715451382755,2.3535715451382755,2.3535715451382755,2.3535715451382755,2.3535715451382755,-5.768229947738883
3.1335254346745915,3.1335254346745915,3.1335254346745915,3.1335254346745915,3.1335254346745915,3.1335254346745915,3.1335254346745915,8.23905305614439
2.980358590886252,2.980358590886252,2.980358590886252,2.980358590886252,2.980358590886252,2.980358590886252,2.980358590886252,-4.734638970728791
2.4159532511294013,2.4159532511294013,2.4159532511294013,2.4159532511294013,2.4159532511294013,2.4159532511294013,2.4159532511294013,-8.10029539755617
3.261638330265877,3.261638330265877,3.261638330265877,3.261638330265877,3.261638330265877,3.261638330265877,3.261638330265877,10.925184494342723
2.914226834388876,2.914226834388876,2.914226834388876,2.914226834388876,2.914226834388876,2.914226834388876,2.914226834388876,7.375856670506341
3.385895275606834,3.385895275606834,3.385895275606834,3.385895275606834,3.385895275606834,3.385895275606834,3.385895275606834,-2.812082082257422
3.4117520769818657,3.4117520769818657,3.4117520769818657,3.4117520769818657,3.4117520769818657,3.4117520769818657,3.4117520769818657,-8.937774477786675
4.081617974640345,4.081617974640345,4.081617974640345,4.081617974640345,4.081617974640345,4.081617974640345,4.081617974640345,-23.11880319244709
3.668263974718196,3.668263974718196,3.668263974718196,3.668263974718196,3.668263974718196,3.668263974718196,3.668263974718196,2.8970360557472388
2.815409081028778,2.815409081028778,2.815409081028778,2.815409081028778,2.815409081028778,2.815409081028778,2.815409081028778,-11.963697225521802
2.880310411212037,2.880310411212037,2.880310411212037,2.880310411212037,2.880310411212037,2.880310411212037,2.880310411212037,-22.62732009140752
