A,B,C,Target
2.1619980968350117,2.1619980968350117,2.1619980968350117,2.4009446052480587
3.57616578239156,3.57616578239156,3.57616578239156,4.324240097548762
3.5398092960184107,3.5398092960184107,3.5398092960184107,-6.752224007606727
2.5933178703978985,2.5933178703978985,2.5933178703978985,-5.9164198635184455
2.266787836098743,2.266787836098743,2.266787836098743,-20.410228083589015
3.260532438226379,3.260532438226379,3.260532438226379,-10.803044065015394
2.712106015093467,2.712106015093467,2.712106015093467,-0.28887203553285135
3.07097658166039,3.07097658166039,3.07097658166039,7.450233755026906
2.8403357914274525,2.8403357914274525,2.8403357914274525,2.9903952637618403
3.3457693755350935,3.3457693755350935,3.3457693755350935,-6.406923438779304
3.347374571828003,3.347374571828003,3.347374571828003,-15.631729120851542
2.6372013107682077,2.6372013107682077,2.6372013107682077,-30.77359145427433
2.308318022302472,2.308318022302472,2.308318022302472,8.517339747807991
2.208530801332459,2.208530801332459,2.208530801332459,-8.892289865101498
3.3051896895536026,3.3051896895536026,3.3051896895536026,-7.4846500620405925
2.4055703711079857,2.4055703711079857,2.4055703711079857,-1.6842603209193128
2.746591822850656,2.746591822850656,2.746591822850656,-17.0556004739189
2.701842980774746,2.701842980774746,2.701842980774746,-6.497821801115369
2.9737163518652268,2.9737163518652268,2.9737163518652268,17.23471949769974
2.0318600970767466,2.0318600970767466,2.0318600970767466,2.053869385773427
3.0943892983969143,3.0943892983969143,3.0943892983969143,0.5924915651345639
3.261945511917103,3.261945511917103,3.261945511917103,-18.824944779817585
3.044211043522331,3.044211043522331,3.044211043522331,19.436018945826405
2.8445569141507643,2.8445569141507643,2.8445569141507643,-17.22794908626343
3.0487000831343916,3.0487000831343916,3.0487000831343916,16.223247554443986
3.199523172820065,3.199523172820065,3.199523172820065,-24.150560151878075
1.613703621786675,1.613703621786675,1.613703621786675,11.053654387244203
3.977956154125347,3.977956154125347,3.977956154125347,13.180542690002255
3.195046661343963,3.195046661343963,3.195046661343963,-11.244091213278345
2.67379570880649,2.67379570880649,2.67379570880649,1.2258037227288279
2.8045233124061992,2.8045233124061992,2.8045233124061992,2.4748057210466508
3.2468708886745943,3.2468708886745943,3.2468708886745943,-11.137944832313059
2.9419480304828167,2.9419480304828167,2.9419480304828167,-17.491176107369306
1.9846577661092528,1.9846577661092528,1.9846577661092528,-16.177173431407653
4.03224643067966,4.03224643067966,4.03224643067966,2.410082199598076
2.944729671383764,2.944729671383764,2.944729671383764,-3.8511560251940575
3.5100863558579,3.5100863558579,3.5100863558579,-8.643010333021603
2.6539750761078045,2.6539750761078045,2.6539750761078045,6.667680111664602
3.768188527122899,3.768188527122899,3.768188527122899,2.0806790939147772
3.14317184444614,3.14317184444614,3.14317184444614,-10.554627263656334
3.3044219172377254,3.3044219172377254,3.3044219172377254,-15.012015190173893
2.4773733169265224,2.4773733169265224,2.4773733169265224,2.2326173868807686
3.6055726448413505,3.6055726448413505,3.6055726448413505,-8.37583368558062
3.344909082267394,3.344909082267394,3.344909082267394,-2.0079513746849758
3.650923114782499,3.650923114782499,3.650923114782499,12.762989726277176
2.6859562201792104,2.6859562201792104,2.6859562201792104,2.023282400747796
2.759486440769606,2.759486440769606,2.759486440769606,-11.622669997532368
4.151958348841971,4.151958348841971,4.151958348841971,-1.3933881018022718
2.469992088639226,2.469992088639226,2.469992088639226,-12.526449528153877
2.9320251496608396,2.9320251496608396,2.9320251496608396,13.085221559487238
3.5684456813013474,3.5684456813013474,3.5684456813013474,-8.615787496032208
3.0488624838574276,3.0488624838574276,3.0488624838574276,-0.9272925302638138
3.2914768398766467,3.2914768398766467,3.2914768398766467,0.0773257467943198
2.8002754853685623,2.8002754853685623,2.8002754853685623,-1.4074953162629757
3.1850279439237594,3.1850279439237594,3.1850279439237594,-22.585489551365388
2.3467365741323416,2.3467365741323416,2.3467365741323416,-17.464210639833286
3.829065339809094,3.829065339809094,3.829065339809094,-7.523502755690917
2.9409179774357153,2.9409179774357153,2.9409179774357153,0.19431833331530646
2.659910898001575,2.659910898001575,2.659910898001575,-4.3777921428577065
3.333191541015957,3.333191541015957,3.333191541015957,-12.571474731510168
2.769640106305723,2.769640106305723,2.769640106305723,-16.48424319121701
2.3328707642986233,2.3328707642986233,2.3328707642986233,-7.015575444993436
2.3266412471012226,2.3266412471012226,2.3266412471012226,-7.684760446797231
3.3468865763450664,3.3468865763450664,3.3468865763450664,2.1283645759275664
2.9202132809268666,2.9202132809268666,2.9202132809268666,-6.263184621583181
2.9331492201657805,2.9331492201657805,2.9331492201657805,3.0270765642932957
3.5388719029881313,3.5388719029881313,3.5388719029881313,-8.946497697204054
2.4365870956216282,2.4365870956216282,2.4365870956216282,-5.5595766921426835
2.6346611235675876,2.6346611235675876,2.6346611235675876,-6.480463796426195
2.8075600954093622,2.8075600954093622,2.8075600954093622,-10.823669669020898
3.047175794658537,3.047175794658537,3.047175794658537,3.251186564337302
2.9789142743547106,2.9789142743547106,2.9789142743547106,-11.13595997094507
2.856556403805046,2.856556403805046,2.856556403805046,-8.21641509970619
2.969186798952176,2.969186798952176,2.969186798952176,-3.731196459481972
2.9463473618544125,2.9463473618544125,2.9463473618544125,-15.973796559567399
2.6401978057241036,2.6401978057241036,2.6401978057241036,-6.2493495832049915
2.5935035057229614,2.5935035057229614,2.5935035057229614,-10.113063597427885
3.13725817886197,3.13725817886197,3.13725817886197,-6.881541924822496
2.554542458502236,2.554542458502236,2.554542458502236,-3.599280026710906
2.421322370404573,2.421322370404573,2.421322370404573,-10.999136231406647
2.8438538744371535,2.8438538744371535,2.8438538744371535,-5.200757798203556
2.921166491918092,2.921166491918092,2.921166491918092,10.086687523521793
4.128361748649104,4.128361748649104,4.128361748649104,-3.257985582544871
2.647649862071883,2.647649862071883,2.647649862071883,8.452621730192247
3.4716303624847473,3.4716303624847473,3.4716303624847473,0.4649444200676074
3.3735941671023157,3.3735941671023157,3.3735941671023157,4.741606098188164
2.405527522398132,2.405527522398132,2.405527522398132,-10.74458968770826
3.3866264887013,3.3866264887013,3.3866264887013,-1.9509283491448728
2.4080596799033414,2.4080596799033414,2.4080596799033414,-1.6608707738452408
1.6704138810016296,1.6704138810016296,1.6704138810016296,-9.126257388749357
3.3031597621796904,3.3031597621796904,3.3031597621796904,-11.228283242942817
2.1220547082811403,2.1220547082811403,2.1220547082811403,-17.902653879072982
3.2254672309029573,3.2254672309029573,3.2254672309029573,11.96139636951632
2.6579945511313916,2.6579945511313916,2.6579945511313916,-12.724028893524977
3.8297753980949363,3.8297753980949363,3.8297753980949363,10.462210732223001
3.5342546996580047,3.5342546996580047,3.5342546996580047,-7.674931736578535
2.773307098074306,2.773307098074306,2.773307098074306,-11.624932997247338
2.656081194485659,2.656081194485659,2.656081194485659,3.225191403049976
2.39296129845294,2.39296129845294,2.39296129845294,-9.311919417468571
2.7795386838537044,2.7795386838537044,2.7795386838537044,2.684589189242769
2.8598222524077457,2.8598222524077457,2.8598222524077457,-6.328117648522095
2.8176532278041573,2.8176532278041573,2.8176532278041573,1.8042449611778677
3.078351927636182,3.078351927636182,3.078351927636182,-12.681860639071049
3.2892607488644394,3.2892607488644394,3.2892607488644394,5.313510579847684
3.174827228496587,3.174827228496587,3.174827228496587,1.879726826630046
2.6179280380467786,2.6179280380467786,2.6179280380467786,-12.196506900626618
2.281104263099211,2.281104263099211,2.281104263099211,23.429357210147415
3.6822659240512357,3.6822659240512357,3.6822659240512357,2.4012302640049406
2.655275407725031,2.655275407725031,2.655275407725031,19.90467070530539
2.6738532000324904,2.6738532000324904,2.6738532000324904,13.00267818748759
2.7394053438494446,2.7394053438494446,2.7394053438494446,-4.888347802177838
2.0784652249216755,2.0784652249216755,2.0784652249216755,-7.122717546045429
2.7610129979797566,2.7610129979797566,2.7610129979797566,-7.034591834208012
2.7601720929960263,2.7601720929960263,2.7601720929960263,-21.3002855042781
3.3101791491717565,3.3101791491717565,3.3101791491717565,-9.958351193495474
3.349228574553668,3.349228574553668,3.349228574553668,-0.5323397602002942
3.001885444543135,3.001885444543135,3.001885444543135,12.259575608848085
3.4659241870571518,3.4659241870571518,3.4659241870571518,-10.72771882978202
3.169982491900631,3.169982491900631,3.169982491900631,5.820565993630106
2.9921589441987226,2.9921589441987226,2.9921589441987226,-15.52593341503319
3.0804640841491113,3.0804640841491113,3.0804640841491113,-8.863200252111323
2.9046732532093005,2.9046732532093005,2.9046732532093005,-7.57640594289526
2.802575242983275,2.802575242983275,2.802575242983275,0.7181108149749349
2.866133231553017,2.866133231553017,2.866133231553017,1.5730964672081127
2.4359943342649966,2.4359943342649966,2.4359943342649966,6.623417448143453
3.140220852658148,3.140220852658148,3.140220852658148,4.708369604049366
2.5034381945352098,2.5034381945352098,2.5034381945352098,-0.5683178459750828
3.420815632036818,3.420815632036818,3.420815632036818,0.9036494350862236
2.8752707099195254,2.8752707099195254,2.8752707099195254,12.885306910975325
3.0247474908250456,3.0247474908250456,3.0247474908250456,-8.10926181232263
3.246918388140478,3.246918388140478,3.246918388140478,4.747283190671621
3.321657232531464,3.321657232531464,3.321657232531464,-21.081439264982514
2.2146882956832736,2.2146882956832736,2.2146882956832736,1.113342428976086
2.8965481619180142,2.8965481619180142,2.8965481619180142,-7.832495424791074
3.440089456040391,3.440089456040391,3.440089456040391,-2.9742881756848996
2.1509470902838728,2.1509470902838728,2.1509470902838728,7.400862450537032
3.1936402376975317,3.1936402376975317,3.1936402376975317,-1.353561904736024
1.8722178852989053,1.8722178852989053,1.8722178852989053,5.851875412089273
2.488746578182198,2.488746578182198,2.488746578182198,11.737648151384048
3.019315275920094,3.019315275920094,3.019315275920094,0.8909396886572054
2.171642448839023,2.171642448839023,2.171642448839023,8.710410646204883
2.5072446311579246,2.5072446311579246,2.5072446311579246,-6.265609776792077
2.2640824962682067,2.2640824962682067,2.2640824962682067,-3.0820988226961403
3.82406746610378,3.82406746610378,3.82406746610378,-8.226194163984779
3.082113877743667,3.082113877743667,3.082113877743667,7.42977594646376
3.283645138926335,3.283645138926335,3.283645138926335,1.1409135379359512
2.888662449742423,2.888662449742423,2.888662449742423,-8.072344618949227
2.8232841256214005,2.8232841256214005,2.8232841256214005,-1.453311663536678
2.1917629056744836,2.1917629056744836,2.1917629056744836,7.415683888185818
2.8540813186260685,2.8540813186260685,2.8540813186260685,-3.392679910379532
2.6192538940941885,2.6192538940941885,2.6192538940941885,-12.489328108497634
3.428961962146168,3.428961962146168,3.428961962146168,-1.680882442125878
3.5705509333287866,3.5705509333287866,3.5705509333287866,-22.805655910689396
3.733289357787089,3.733289357787089,3.733289357787089,4.68770644399475
3.426275969730616,3.426275969730616,3.426275969730616,-7.213275873246805
2.700673031538507,2.700673031538507,2.700673031538507,-7.693107362791068
2.442051507019803,2.442051507019803,2.442051507019803,5.756956787795067
3.383331590822543,3.383331590822543,3.383331590822543,-16.651628772251687
3.1781464087361444,3.1781464087361444,3.1781464087361444,16.470986428203577
